producto,pais,categoria,vendedor,precio,cantidad,total,año,mes,dia
P-056,Perú,Comestibles,Skyla Pickering,$124.29,71,$8824.59,2023,abril,18
P-056,Perú,Comestibles,Tess Askew,$124.29,66,$8203.14,2023,abril,15
P-056,Perú,Comestibles,Tess Askew,$124.29,79,$9818.91,2023,febrero,7
P-056,Perú,Comestibles,Tess Askew,$124.29,102,$12677.58,2023,enero,13
P-056,Perú,Comestibles,Tess Askew,$124.29,121,$15039.09,2023,mayo,26
P-056,Perú,Comestibles,Tess Askew,$124.29,134,$16654.86,2023,mayo,8
P-056,Perú,Comestibles,Trystan Clough,$124.29,59,$7333.11,2023,junio,9
P-056,Perú,Comestibles,Trystan Clough,$124.29,76,$9446.04,2023,abril,14
P-056,USA,Comestibles,Adaline Cox,$124.29,66,$8203.14,2023,mayo,5
P-056,USA,Comestibles,Adaline Cox,$124.29,76,$9446.04,2023,junio,10
P-056,USA,Comestibles,Adaline Cox,$124.29,111,$13796.19,2023,enero,5
P-056,USA,Comestibles,Dayton Dinsmor,$124.29,43,$5344.47,2023,febrero,13
P-056,USA,Comestibles,Dayton Dinsmor,$124.29,109,$13547.61,2023,febrero,19
P-056,USA,Comestibles,Dylan Ogilvie,$124.29,28,$3480.12,2023,abril,28
P-056,USA,Comestibles,Jarrod Ives,$124.29,47,$5841.63,2023,marzo,29
P-056,USA,Comestibles,Jarrod Ives,$124.29,138,$17152.02,2023,abril,22
P-056,USA,Comestibles,Oswaldo Lancaster,$124.29,74,$9197.46,2023,enero,23
P-056,USA,Comestibles,Oswaldo Lancaster,$124.29,116,$14417.64,2023,marzo,2
P-056,USA,Comestibles,Skyla Broomfield,$124.29,39,$4847.31,2023,enero,19
P-056,USA,Comestibles,Skyla Pickering,$124.29,13,$1615.77,2023,mayo,8
P-056,USA,Comestibles,Tess Askew,$124.29,137,$17027.73,2023,junio,26
P-056,USA,Comestibles,Tess Askew,$124.29,145,$18022.05,2023,junio,10
P-056,USA,Comestibles,Trystan Clough,$124.29,99,$12304.71,2023,abril,23
P-057,China,Limpieza,Adaline Cox,$123.28,106,$13067.68,2023,enero,18
P-057,China,Limpieza,Dayton Dinsmor,$123.28,115,$14177.20,2023,junio,26
P-057,China,Limpieza,Dayton Dinsmor,$123.28,150,$18492.00,2023,junio,27
P-057,China,Limpieza,Dylan Ogilvie,$123.28,55,$6780.40,2023,marzo,1
P-057,China,Limpieza,Dylan Ogilvie,$123.28,97,$11958.16,2023,mayo,20
P-057,China,Limpieza,Dylan Ogilvie,$123.28,111,$13684.08,2023,abril,4
P-057,China,Limpieza,Jarrod Ives,$123.28,18,$2219.04,2023,marzo,18
P-057,China,Limpieza,Oliver Lundberg,$123.28,25,$3082.00,2023,febrero,28
P-057,China,Limpieza,Oliver Lundberg,$123.28,104,$12821.12,2023,mayo,11
P-057,China,Limpieza,Oliver Lundberg,$123.28,149,$18368.72,2023,marzo,2
P-057,China,Limpieza,Oswaldo Lancaster,$123.28,16,$1972.48,2023,febrero,16
P-057,China,Limpieza,Skyla Broomfield,$123.28,4,$493.12,2023,enero,4
P-057,China,Limpieza,Skyla Pickering,$123.28,129,$15903.12,2023,junio,20
P-057,China,Limpieza,Tess Askew,$123.28,5,$616.40,2023,junio,12
P-057,China,Limpieza,Tess Askew,$123.28,72,$8876.16,2023,abril,27
P-057,China,Limpieza,Tess Askew,$123.28,77,$9492.56,2023,junio,13
P-057,China,Limpieza,Tess Askew,$123.28,143,$17629.04,2023,abril,17
P-057,China,Limpieza,Trystan Clough,$123.28,72,$8876.16,2023,mayo,2
P-057,China,Limpieza,Trystan Clough,$123.28,114,$14053.92,2023,enero,23
P-057,China,Limpieza,Trystan Clough,$123.28,135,$16642.80,2023,enero,17
P-057,Japón,Limpieza,Adaline Cox,$123.28,47,$5794.16,2023,febrero,17
P-057,Japón,Limpieza,Dayton Dinsmor,$123.28,30,$3698.40,2023,enero,7
P-057,Japón,Limpieza,Dayton Dinsmor,$123.28,85,$10478.80,2023,junio,21
P-057,Japón,Limpieza,Dayton Dinsmor,$123.28,128,$15779.84,2023,enero,13
P-057,Japón,Limpieza,Dayton Dinsmor,$123.28,150,$18492.00,2023,junio,5
P-057,Japón,Limpieza,Dylan Ogilvie,$123.28,84,$10355.52,2023,junio,10
P-057,Japón,Limpieza,Dylan Ogilvie,$123.28,96,$11834.88,2023,abril,2
P-057,Japón,Limpieza,Jarrod Ives,$123.28,3,$369.84,2023,mayo,31
P-057,Japón,Limpieza,Oliver Lundberg,$123.28,47,$5794.16,2023,febrero,2
P-057,Japón,Limpieza,Oswaldo Lancaster,$123.28,70,$8629.60,2023,junio,11
P-057,Japón,Limpieza,Oswaldo Lancaster,$123.28,90,$11095.20,2023,mayo,2
P-057,Japón,Limpieza,Oswaldo Lancaster,$123.28,133,$16396.24,2023,marzo,7
P-057,Japón,Limpieza,Skyla Broomfield,$123.28,136,$16766.08,2023,enero,17
P-057,Japón,Limpieza,Skyla Broomfield,$123.28,139,$17135.92,2023,febrero,26
P-057,Japón,Limpieza,Skyla Pickering,$123.28,56,$6903.68,2023,febrero,22
P-057,Japón,Limpieza,Skyla Pickering,$123.28,148,$18245.44,2023,marzo,29
P-057,Japón,Limpieza,Tess Askew,$123.28,10,$1232.80,2023,mayo,16
P-057,Japón,Limpieza,Tess Askew,$123.28,61,$7520.08,2023,febrero,19
P-057,Japón,Limpieza,Trystan Clough,$123.28,27,$3328.56,2023,junio,1
P-057,Perú,Limpieza,Dylan Ogilvie,$123.28,72,$8876.16,2023,febrero,16
P-057,Perú,Limpieza,Dylan Ogilvie,$123.28,114,$14053.92,2023,junio,30
P-057,Perú,Limpieza,Dylan Ogilvie,$123.28,138,$17012.64,2023,febrero,7
P-057,Perú,Limpieza,Oliver Lundberg,$123.28,97,$11958.16,2023,enero,13
P-057,Perú,Limpieza,Oswaldo Lancaster,$123.28,64,$7889.92,2023,abril,11
P-057,Perú,Limpieza,Skyla Broomfield,$123.28,33,$4068.24,2023,mayo,7
P-057,Perú,Limpieza,Skyla Pickering,$123.28,14,$1725.92,2023,marzo,19
P-057,Perú,Limpieza,Tess Askew,$123.28,78,$9615.84,2023,abril,18
P-057,Perú,Limpieza,Trystan Clough,$123.28,18,$2219.04,2023,mayo,28
P-057,Perú,Limpieza,Trystan Clough,$123.28,86,$10602.08,2023,junio,28
P-057,USA,Limpieza,Dylan Ogilvie,$123.28,109,$13437.52,2023,enero,31
P-057,USA,Limpieza,Oliver Lundberg,$123.28,24,$2958.72,2023,mayo,1
P-057,USA,Limpieza,Oliver Lundberg,$123.28,41,$5054.48,2023,febrero,15
P-057,USA,Limpieza,Oliver Lundberg,$123.28,103,$12697.84,2023,marzo,10
P-057,USA,Limpieza,Oswaldo Lancaster,$123.28,135,$16642.80,2023,abril,21
P-057,USA,Limpieza,Skyla Broomfield,$123.28,110,$13560.80,2023,mayo,9
P-057,USA,Limpieza,Skyla Pickering,$123.28,45,$5547.60,2023,marzo,19
P-057,USA,Limpieza,Trystan Clough,$123.28,100,$12328.00,2023,enero,10
P-058,China,Electrónica,Dayton Dinsmor,$57.87,116,$6712.92,2023,enero,28
P-058,China,Electrónica,Dylan Ogilvie,$57.87,6,$347.22,2023,enero,19
P-058,China,Electrónica,Dylan Ogilvie,$57.87,33,$1909.71,2023,marzo,5
P-058,China,Electrónica,Dylan Ogilvie,$57.87,127,$7349.49,2023,marzo,20
P-058,China,Electrónica,Jarrod Ives,$57.87,15,$868.05,2023,abril,20
P-058,China,Electrónica,Oliver Lundberg,$57.87,76,$4398.12,2023,junio,5
P-058,China,Electrónica,Oliver Lundberg,$57.87,87,$5034.69,2023,mayo,28
P-058,China,Electrónica,Oliver Lundberg,$57.87,95,$5497.65,2023,mayo,3
P-058,China,Electrónica,Oswaldo Lancaster,$57.87,110,$6365.70,2023,abril,9
P-058,China,Electrónica,Skyla Broomfield,$57.87,83,$4803.21,2023,junio,12
P-058,China,Electrónica,Skyla Pickering,$57.87,73,$4224.51,2023,abril,1
P-058,China,Electrónica,Tess Askew,$57.87,83,$4803.21,2023,marzo,14
P-058,China,Electrónica,Tess Askew,$57.87,105,$6076.35,2023,mayo,23
P-058,China,Electrónica,Trystan Clough,$57.87,18,$1041.66,2023,mayo,6
P-058,China,Electrónica,Trystan Clough,$57.87,57,$3298.59,2023,junio,15
P-058,China,Electrónica,Trystan Clough,$57.87,102,$5902.74,2023,junio,12
P-058,China,Electrónica,Trystan Clough,$57.87,136,$7870.32,2023,junio,10
P-058,Japón,Electrónica,Adaline Cox,$57.87,9,$520.83,2023,febrero,24
P-058,Japón,Electrónica,Adaline Cox,$57.87,65,$3761.55,2023,febrero,1
P-058,Japón,Electrónica,Dayton Dinsmor,$57.87,32,$1851.84,2023,abril,24
P-058,Japón,Electrónica,Dayton Dinsmor,$57.87,44,$2546.28,2023,marzo,15
P-058,Japón,Electrónica,Dylan Ogilvie,$57.87,53,$3067.11,2023,febrero,28
P-058,Japón,Electrónica,Dylan Ogilvie,$57.87,96,$5555.52,2023,abril,7
P-058,Japón,Electrónica,Dylan Ogilvie,$57.87,118,$6828.66,2023,enero,18
P-058,Japón,Electrónica,Jarrod Ives,$57.87,16,$925.92,2023,junio,9
P-058,Japón,Electrónica,Jarrod Ives,$57.87,26,$1504.62,2023,febrero,26
P-058,Japón,Electrónica,Oliver Lundberg,$57.87,39,$2256.93,2023,enero,22
P-058,Japón,Electrónica,Oliver Lundberg,$57.87,122,$7060.14,2023,abril,29
P-058,Japón,Electrónica,Skyla Broomfield,$57.87,45,$2604.15,2023,febrero,21
P-058,Japón,Electrónica,Skyla Broomfield,$57.87,104,$6018.48,2023,junio,12
P-058,Japón,Electrónica,Skyla Broomfield,$57.87,140,$8101.80,2023,abril,6
P-058,Japón,Electrónica,Tess Askew,$57.87,17,$983.79,2023,febrero,12
P-058,Japón,Electrónica,Tess Askew,$57.87,93,$5381.91,2023,febrero,1
P-058,Japón,Electrónica,Tess Askew,$57.87,113,$6539.31,2023,marzo,3
P-058,Perú,Electrónica,Adaline Cox,$57.87,77,$4455.99,2023,marzo,1
P-058,Perú,Electrónica,Dayton Dinsmor,$57.87,11,$636.57,2023,marzo,13
P-058,Perú,Electrónica,Dayton Dinsmor,$57.87,12,$694.44,2023,febrero,2
P-058,Perú,Electrónica,Dayton Dinsmor,$57.87,48,$2777.76,2023,febrero,5
P-058,Perú,Electrónica,Dayton Dinsmor,$57.87,100,$5787.00,2023,febrero,17
P-058,Perú,Electrónica,Dylan Ogilvie,$57.87,43,$2488.41,2023,marzo,23
P-058,Perú,Electrónica,Dylan Ogilvie,$57.87,139,$8043.93,2023,mayo,16
P-058,Perú,Electrónica,Jarrod Ives,$57.87,4,$231.48,2023,febrero,6
P-058,Perú,Electrónica,Jarrod Ives,$57.87,63,$3645.81,2023,marzo,30
P-058,Perú,Electrónica,Jarrod Ives,$57.87,87,$5034.69,2023,enero,18
P-058,Perú,Electrónica,Oswaldo Lancaster,$57.87,17,$983.79,2023,marzo,5
P-058,Perú,Electrónica,Oswaldo Lancaster,$57.87,118,$6828.66,2023,junio,8
P-058,Perú,Electrónica,Skyla Broomfield,$57.87,71,$4108.77,2023,junio,12
P-058,Perú,Electrónica,Skyla Broomfield,$57.87,95,$5497.65,2023,marzo,23
P-058,Perú,Electrónica,Skyla Pickering,$57.87,3,$173.61,2023,marzo,17
P-058,Perú,Electrónica,Trystan Clough,$57.87,54,$3124.98,2023,enero,19
P-058,Perú,Electrónica,Trystan Clough,$57.87,130,$7523.10,2023,febrero,13
P-058,USA,Electrónica,Adaline Cox,$57.87,80,$4629.60,2023,marzo,7
P-058,USA,Electrónica,Adaline Cox,$57.87,95,$5497.65,2023,marzo,12
P-058,USA,Electrónica,Adaline Cox,$57.87,110,$6365.70,2023,junio,9
P-058,USA,Electrónica,Dylan Ogilvie,$57.87,89,$5150.43,2023,marzo,7
P-058,USA,Electrónica,Dylan Ogilvie,$57.87,94,$5439.78,2023,junio,27
P-058,USA,Electrónica,Dylan Ogilvie,$57.87,97,$5613.39,2023,enero,22
P-058,USA,Electrónica,Oswaldo Lancaster,$57.87,3,$173.61,2023,enero,21
P-058,USA,Electrónica,Oswaldo Lancaster,$57.87,15,$868.05,2023,febrero,11
P-058,USA,Electrónica,Oswaldo Lancaster,$57.87,55,$3182.85,2023,junio,15
P-058,USA,Electrónica,Skyla Pickering,$57.87,102,$5902.74,2023,junio,12
P-058,USA,Electrónica,Skyla Pickering,$57.87,130,$7523.10,2023,febrero,10
P-058,USA,Electrónica,Trystan Clough,$57.87,19,$1099.53,2023,febrero,25
P-058,USA,Electrónica,Trystan Clough,$57.87,43,$2488.41,2023,enero,25
P-058,USA,Electrónica,Trystan Clough,$57.87,56,$3240.72,2023,abril,8
P-058,USA,Electrónica,Trystan Clough,$57.87,115,$6655.05,2023,mayo,12
P-059,China,Bebidas,Adaline Cox,$20.92,14,$292.88,2023,mayo,6
P-059,China,Bebidas,Dayton Dinsmor,$20.92,21,$439.32,2023,febrero,4
P-059,China,Bebidas,Dayton Dinsmor,$20.92,76,$1589.92,2023,junio,28
P-059,China,Bebidas,Dylan Ogilvie,$20.92,35,$732.20,2023,enero,14
P-059,China,Bebidas,Dylan Ogilvie,$20.92,64,$1338.88,2023,abril,24
P-059,China,Bebidas,Dylan Ogilvie,$20.92,124,$2594.08,2023,febrero,14
P-059,China,Bebidas,Jarrod Ives,$20.92,46,$962.32,2023,junio,11
P-059,China,Bebidas,Jarrod Ives,$20.92,51,$1066.92,2023,abril,17
P-059,China,Bebidas,Oliver Lundberg,$20.92,57,$1192.44,2023,mayo,25
P-059,China,Bebidas,Oliver Lundberg,$20.92,116,$2426.72,2023,mayo,15
P-059,China,Bebidas,Oliver Lundberg,$20.92,145,$3033.40,2023,mayo,30
P-059,China,Bebidas,Oswaldo Lancaster,$20.92,73,$1527.16,2023,mayo,16
P-059,China,Bebidas,Oswaldo Lancaster,$20.92,101,$2112.92,2023,mayo,10
P-059,China,Bebidas,Skyla Broomfield,$20.92,149,$3117.08,2023,marzo,26
P-059,China,Bebidas,Skyla Pickering,$20.92,133,$2782.36,2023,febrero,26
P-059,China,Bebidas,Tess Askew,$20.92,93,$1945.56,2023,febrero,13
P-059,Japón,Bebidas,Adaline Cox,$20.92,27,$564.84,2023,junio,7
P-059,Japón,Bebidas,Adaline Cox,$20.92,40,$836.80,2023,mayo,24
P-059,Japón,Bebidas,Jarrod Ives,$20.92,23,$481.16,2023,enero,14
P-059,Japón,Bebidas,Jarrod Ives,$20.92,63,$1317.96,2023,febrero,27
P-059,Japón,Bebidas,Oswaldo Lancaster,$20.92,26,$543.92,2023,febrero,15
P-059,Japón,Bebidas,Oswaldo Lancaster,$20.92,51,$1066.92,2023,marzo,21
P-059,Japón,Bebidas,Skyla Broomfield,$20.92,56,$1171.52,2023,abril,7
P-059,Japón,Bebidas,Skyla Broomfield,$20.92,79,$1652.68,2023,abril,15
P-059,Japón,Bebidas,Skyla Broomfield,$20.92,140,$2928.80,2023,mayo,1
P-059,Japón,Bebidas,Skyla Broomfield,$20.92,145,$3033.40,2023,marzo,23
P-059,Japón,Bebidas,Tess Askew,$20.92,4,$83.68,2023,enero,19
P-059,Japón,Bebidas,Tess Askew,$20.92,65,$1359.80,2023,enero,11
P-059,Japón,Bebidas,Trystan Clough,$20.92,58,$1213.36,2023,junio,28
P-059,Perú,Bebidas,Adaline Cox,$20.92,3,$62.76,2023,mayo,2
P-059,Perú,Bebidas,Adaline Cox,$20.92,53,$1108.76,2023,junio,3
P-059,Perú,Bebidas,Adaline Cox,$20.92,88,$1840.96,2023,enero,2
P-059,Perú,Bebidas,Dayton Dinsmor,$20.92,83,$1736.36,2023,enero,3
P-059,Perú,Bebidas,Dayton Dinsmor,$20.92,124,$2594.08,2023,mayo,1
P-059,Perú,Bebidas,Dylan Ogilvie,$20.92,90,$1882.80,2023,junio,27
P-059,Perú,Bebidas,Jarrod Ives,$20.92,75,$1569.00,2023,febrero,28
P-059,Perú,Bebidas,Jarrod Ives,$20.92,78,$1631.76,2023,marzo,13
P-059,Perú,Bebidas,Oliver Lundberg,$20.92,115,$2405.80,2023,marzo,14
P-059,Perú,Bebidas,Oswaldo Lancaster,$20.92,22,$460.24,2023,febrero,23
P-059,Perú,Bebidas,Oswaldo Lancaster,$20.92,37,$774.04,2023,marzo,9
P-059,Perú,Bebidas,Oswaldo Lancaster,$20.92,78,$1631.76,2023,febrero,28
P-059,Perú,Bebidas,Oswaldo Lancaster,$20.92,99,$2071.08,2023,mayo,16
P-059,Perú,Bebidas,Skyla Broomfield,$20.92,62,$1297.04,2023,marzo,1
P-059,Perú,Bebidas,Skyla Broomfield,$20.92,90,$1882.80,2023,marzo,5
P-059,Perú,Bebidas,Skyla Pickering,$20.92,37,$774.04,2023,marzo,8
P-059,Perú,Bebidas,Skyla Pickering,$20.92,97,$2029.24,2023,enero,2
P-059,Perú,Bebidas,Skyla Pickering,$20.92,124,$2594.08,2023,enero,2
P-059,Perú,Bebidas,Trystan Clough,$20.92,10,$209.20,2023,mayo,13
P-059,Perú,Bebidas,Trystan Clough,$20.92,20,$418.40,2023,junio,18
P-059,Perú,Bebidas,Trystan Clough,$20.92,25,$523.00,2023,mayo,26
P-059,USA,Bebidas,Adaline Cox,$20.92,143,$2991.56,2023,marzo,10
P-059,USA,Bebidas,Dayton Dinsmor,$20.92,23,$481.16,2023,febrero,15
P-059,USA,Bebidas,Jarrod Ives,$20.92,17,$355.64,2023,junio,15
P-059,USA,Bebidas,Oliver Lundberg,$20.92,97,$2029.24,2023,marzo,3
P-059,USA,Bebidas,Oliver Lundberg,$20.92,98,$2050.16,2023,enero,1
P-059,USA,Bebidas,Oliver Lundberg,$20.92,122,$2552.24,2023,febrero,13
P-059,USA,Bebidas,Skyla Broomfield,$20.92,19,$397.48,2023,mayo,11
P-059,USA,Bebidas,Skyla Pickering,$20.92,12,$251.04,2023,marzo,7
P-059,USA,Bebidas,Tess Askew,$20.92,37,$774.04,2023,junio,17
P-059,USA,Bebidas,Trystan Clough,$20.92,71,$1485.32,2023,junio,19
P-060,China,Comestibles,Adaline Cox,$41.84,82,$3430.88,2023,junio,7
P-060,China,Comestibles,Adaline Cox,$41.84,127,$5313.68,2023,abril,1
P-060,China,Comestibles,Dayton Dinsmor,$41.84,61,$2552.24,2023,junio,25
P-060,China,Comestibles,Dylan Ogilvie,$41.84,24,$1004.16,2023,marzo,27
P-060,China,Comestibles,Jarrod Ives,$41.84,20,$836.80,2023,abril,26
P-060,China,Comestibles,Oliver Lundberg,$41.84,33,$1380.72,2023,junio,3
P-060,China,Comestibles,Oliver Lundberg,$41.84,129,$5397.36,2023,abril,21
P-060,China,Comestibles,Skyla Broomfield,$41.84,32,$1338.88,2023,abril,22
P-060,China,Comestibles,Tess Askew,$41.84,75,$3138.00,2023,marzo,31
P-060,China,Comestibles,Trystan Clough,$41.84,78,$3263.52,2023,junio,7
P-060,China,Comestibles,Trystan Clough,$41.84,107,$4476.88,2023,junio,6
P-060,China,Comestibles,Trystan Clough,$41.84,138,$5773.92,2023,junio,4
P-060,Japón,Comestibles,Adaline Cox,$41.84,27,$1129.68,2023,febrero,3
P-060,Japón,Comestibles,Adaline Cox,$41.84,103,$4309.52,2023,mayo,18
P-060,Japón,Comestibles,Adaline Cox,$41.84,150,$6276.00,2023,junio,16
P-060,Japón,Comestibles,Dayton Dinsmor,$41.84,99,$4142.16,2023,febrero,18
P-060,Japón,Comestibles,Dayton Dinsmor,$41.84,133,$5564.72,2023,marzo,28
P-060,Japón,Comestibles,Oswaldo Lancaster,$41.84,33,$1380.72,2023,febrero,15
P-060,Japón,Comestibles,Oswaldo Lancaster,$41.84,61,$2552.24,2023,junio,9
P-060,Japón,Comestibles,Oswaldo Lancaster,$41.84,95,$3974.80,2023,enero,19
P-060,Japón,Comestibles,Oswaldo Lancaster,$41.84,107,$4476.88,2023,abril,17
P-060,Japón,Comestibles,Skyla Broomfield,$41.84,123,$5146.32,2023,enero,4
P-060,Japón,Comestibles,Trystan Clough,$41.84,22,$920.48,2023,junio,24
P-060,Perú,Comestibles,Adaline Cox,$41.84,80,$3347.20,2023,marzo,3
P-060,Perú,Comestibles,Adaline Cox,$41.84,106,$4435.04,2023,febrero,28
P-060,Perú,Comestibles,Dylan Ogilvie,$41.84,16,$669.44,2023,febrero,15
P-060,Perú,Comestibles,Oswaldo Lancaster,$41.84,33,$1380.72,2023,junio,25
P-060,Perú,Comestibles,Oswaldo Lancaster,$41.84,52,$2175.68,2023,mayo,25
P-060,Perú,Comestibles,Oswaldo Lancaster,$41.84,110,$4602.40,2023,enero,1
P-060,Perú,Comestibles,Oswaldo Lancaster,$41.84,129,$5397.36,2023,febrero,19
P-060,Perú,Comestibles,Skyla Broomfield,$41.84,14,$585.76,2023,mayo,31
P-060,Perú,Comestibles,Skyla Broomfield,$41.84,133,$5564.72,2023,febrero,5
P-060,Perú,Comestibles,Skyla Pickering,$41.84,85,$3556.40,2023,enero,6
P-060,Perú,Comestibles,Tess Askew,$41.84,41,$1715.44,2023,marzo,24
P-060,Perú,Comestibles,Tess Askew,$41.84,49,$2050.16,2023,marzo,8
P-060,Perú,Comestibles,Trystan Clough,$41.84,108,$4518.72,2023,junio,8
P-060,USA,Comestibles,Adaline Cox,$41.84,54,$2259.36,2023,mayo,11
P-060,USA,Comestibles,Adaline Cox,$41.84,132,$5522.88,2023,enero,18
P-060,USA,Comestibles,Adaline Cox,$41.84,137,$5732.08,2023,junio,30
P-060,USA,Comestibles,Adaline Cox,$41.84,144,$6024.96,2023,febrero,7
P-060,USA,Comestibles,Dayton Dinsmor,$41.84,53,$2217.52,2023,junio,18
P-060,USA,Comestibles,Dayton Dinsmor,$41.84,143,$5983.12,2023,abril,29
P-060,USA,Comestibles,Jarrod Ives,$41.84,11,$460.24,2023,enero,7
P-060,USA,Comestibles,Jarrod Ives,$41.84,34,$1422.56,2023,mayo,4
P-060,USA,Comestibles,Jarrod Ives,$41.84,54,$2259.36,2023,junio,5
P-060,USA,Comestibles,Oliver Lundberg,$41.84,131,$5481.04,2023,marzo,29
P-060,USA,Comestibles,Oswaldo Lancaster,$41.84,107,$4476.88,2023,enero,31
P-060,USA,Comestibles,Skyla Pickering,$41.84,127,$5313.68,2023,enero,9
P-060,USA,Comestibles,Tess Askew,$41.84,51,$2133.84,2023,mayo,2
P-060,USA,Comestibles,Tess Askew,$41.84,64,$2677.76,2023,junio,10
P-060,USA,Comestibles,Tess Askew,$41.84,127,$5313.68,2023,febrero,22
P-061,China,Bebidas,Adaline Cox,$144.68,50,$7234.00,2023,mayo,24
P-061,China,Bebidas,Adaline Cox,$144.68,82,$11863.76,2023,enero,16
P-061,China,Bebidas,Adaline Cox,$144.68,108,$15625.44,2023,mayo,25
P-061,China,Bebidas,Dayton Dinsmor,$144.68,138,$19965.84,2023,mayo,12
P-061,China,Bebidas,Dylan Ogilvie,$144.68,43,$6221.24,2023,abril,14
P-061,China,Bebidas,Jarrod Ives,$144.68,38,$5497.84,2023,enero,2
P-061,China,Bebidas,Jarrod Ives,$144.68,42,$6076.56,2023,febrero,27
P-061,China,Bebidas,Oliver Lundberg,$144.68,144,$20833.92,2023,junio,20
P-061,China,Bebidas,Oswaldo Lancaster,$144.68,23,$3327.64,2023,febrero,22
P-061,China,Bebidas,Oswaldo Lancaster,$144.68,133,$19242.44,2023,mayo,23
P-061,China,Bebidas,Skyla Broomfield,$144.68,74,$10706.32,2023,febrero,14
P-061,China,Bebidas,Tess Askew,$144.68,78,$11285.04,2023,junio,26
P-061,China,Bebidas,Tess Askew,$144.68,101,$14612.68,2023,abril,19
P-061,China,Bebidas,Trystan Clough,$144.68,145,$20978.60,2023,junio,28
P-061,Japón,Bebidas,Adaline Cox,$144.68,30,$4340.40,2023,marzo,10
P-061,Japón,Bebidas,Adaline Cox,$144.68,101,$14612.68,2023,abril,19
P-061,Japón,Bebidas,Dayton Dinsmor,$144.68,12,$1736.16,2023,mayo,23
P-061,Japón,Bebidas,Dayton Dinsmor,$144.68,107,$15480.76,2023,mayo,7
P-061,Japón,Bebidas,Dayton Dinsmor,$144.68,109,$15770.12,2023,marzo,10
P-061,Japón,Bebidas,Dayton Dinsmor,$144.68,140,$20255.20,2023,abril,13
P-061,Japón,Bebidas,Dylan Ogilvie,$144.68,18,$2604.24,2023,junio,10
P-061,Japón,Bebidas,Dylan Ogilvie,$144.68,54,$7812.72,2023,abril,5
P-061,Japón,Bebidas,Dylan Ogilvie,$144.68,128,$18519.04,2023,junio,23
P-061,Japón,Bebidas,Jarrod Ives,$144.68,142,$20544.56,2023,marzo,9
P-061,Japón,Bebidas,Oliver Lundberg,$144.68,76,$10995.68,2023,enero,8
P-061,Japón,Bebidas,Oliver Lundberg,$144.68,143,$20689.24,2023,mayo,5
P-061,Japón,Bebidas,Oswaldo Lancaster,$144.68,111,$16059.48,2023,abril,21
P-061,Japón,Bebidas,Oswaldo Lancaster,$144.68,123,$17795.64,2023,febrero,2
P-061,Japón,Bebidas,Skyla Broomfield,$144.68,34,$4919.12,2023,marzo,6
P-061,Japón,Bebidas,Skyla Broomfield,$144.68,111,$16059.48,2023,junio,18
P-061,Japón,Bebidas,Skyla Broomfield,$144.68,114,$16493.52,2023,abril,27
P-061,Japón,Bebidas,Skyla Broomfield,$144.68,134,$19387.12,2023,junio,25
P-061,Japón,Bebidas,Skyla Pickering,$144.68,36,$5208.48,2023,abril,6
P-061,Japón,Bebidas,Skyla Pickering,$144.68,96,$13889.28,2023,marzo,19
P-061,Japón,Bebidas,Tess Askew,$144.68,133,$19242.44,2023,mayo,24
P-061,Japón,Bebidas,Trystan Clough,$144.68,34,$4919.12,2023,marzo,8
P-061,Perú,Bebidas,Dayton Dinsmor,$144.68,22,$3182.96,2023,abril,11
P-061,Perú,Bebidas,Dayton Dinsmor,$144.68,40,$5787.20,2023,enero,29
P-061,Perú,Bebidas,Jarrod Ives,$144.68,47,$6799.96,2023,junio,27
P-061,Perú,Bebidas,Jarrod Ives,$144.68,96,$13889.28,2023,enero,31
P-061,Perú,Bebidas,Jarrod Ives,$144.68,146,$21123.28,2023,abril,19
P-061,Perú,Bebidas,Oliver Lundberg,$144.68,10,$1446.80,2023,marzo,1
P-061,Perú,Bebidas,Oliver Lundberg,$144.68,23,$3327.64,2023,abril,6
P-061,Perú,Bebidas,Oswaldo Lancaster,$144.68,138,$19965.84,2023,enero,7
P-061,Perú,Bebidas,Skyla Broomfield,$144.68,53,$7668.04,2023,abril,26
P-061,Perú,Bebidas,Skyla Pickering,$144.68,40,$5787.20,2023,febrero,18
P-061,Perú,Bebidas,Skyla Pickering,$144.68,59,$8536.12,2023,febrero,5
P-061,Perú,Bebidas,Tess Askew,$144.68,68,$9838.24,2023,junio,11
P-061,Perú,Bebidas,Tess Askew,$144.68,131,$18953.08,2023,mayo,6
P-061,Perú,Bebidas,Trystan Clough,$144.68,28,$4051.04,2023,abril,25
P-061,Perú,Bebidas,Trystan Clough,$144.68,67,$9693.56,2023,abril,20
P-061,USA,Bebidas,Adaline Cox,$144.68,5,$723.40,2023,enero,7
P-061,USA,Bebidas,Adaline Cox,$144.68,32,$4629.76,2023,abril,11
P-061,USA,Bebidas,Adaline Cox,$144.68,135,$19531.80,2023,marzo,2
P-061,USA,Bebidas,Dayton Dinsmor,$144.68,60,$8680.80,2023,marzo,11
P-061,USA,Bebidas,Dayton Dinsmor,$144.68,121,$17506.28,2023,mayo,21
P-061,USA,Bebidas,Dylan Ogilvie,$144.68,99,$14323.32,2023,mayo,10
P-061,USA,Bebidas,Jarrod Ives,$144.68,131,$18953.08,2023,enero,8
P-061,USA,Bebidas,Oliver Lundberg,$144.68,19,$2748.92,2023,junio,25
